crn,mc_bag_ind,mc_dvr_boots_ind,mc_dvr_edc_ind,mc_dvr_eyeprt_ind,mc_dvr_hlmtdot_ind,mc_dvr_hlmton_ind,mc_dvr_hlmt_type,mc_dvr_lngpnts_ind,mc_dvr_lngslv_ind,mc_engine_size,mc_passngr_ind,mc_pas_boots_ind,mc_pas_eyeprt_ind,mc_pas_hlmtdot_ind,mc_pas_hlmton_ind,mc_pas_hlmt_type,mc_pas_lngpnts_ind,mc_pas_lngslv_ind,mc_trail_ind,pc_hdlght_ind,pc_hlmt_ind,pc_passngr_ind,pc_rear_rfltr_ind,unit_num,year_county,county
2017092410,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017028994,,,,,,,,,,,,,,,,,,,,U,N,N,Y,2,2017-67,
2017088829,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017116095,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086360,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017088931,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017091009,N,N,Y,Y,N,N,0,N,Y,1000,N,,,,,,,,N,,,,,1,2017-67,
2017096501,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017050642,N,N,U,Y,N,N,0,N,N,650,N,,,,,,,,N,,,,,1,2017-67,
2017116183,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017091822,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2018005455,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017115983,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086282,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017019612,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086330,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017096556,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018005566,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017093614,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017052297,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017108058,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017067783,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017060586,U,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017060586,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017043848,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017105863,N,U,Y,U,Y,Y,2,Y,Y,99999,N,,,,,,,,N,,,,,2,2017-67,
2017107494,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017043867,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,2017-67,
2017052400,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127532,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060446,U,U,N,U,N,N,0,Y,U,110,N,,,,,,,,N,,,,,2,2017-67,
2017060447,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017043828,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055551,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017043843,N,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017104839,N,N,N,Y,N,N,0,Y,Y,1500,N,,,,,,,,N,,,,,1,2017-67,
2017105897,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017067904,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017093588,U,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017115982,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070435,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017096578,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017092355,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017093522,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018027524,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017076144,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086728,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017093606,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086647,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076219,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017078831,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017088863,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017114829,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017037353,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017033102,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127417,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017067924,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017067924,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017067924,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017115968,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017035606,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017052241,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052414,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017120658,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017106020,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041377,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017055607,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017130658,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017133968,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017028790,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017097899,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017052168,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070397,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070399,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017109939,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017127437,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017041354,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017035641,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017108112,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017108112,,,,,,,,,,,,,,,,,,,,U,N,N,U,3,2017-67,
2017109826,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017066956,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,3,2017-67,
2017066956,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017067785,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017091728,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076261,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017086769,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086769,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017088817,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017111780,N,Y,N,Y,N,Y,1,Y,Y,599,N,,,,,,,,N,,,,,1,2017-67,
2017088956,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017093591,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017091173,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017091837,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086134,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017088858,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017021611,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017099658,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1,2017-67,
2017055548,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052429,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017115933,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017105998,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052195,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127440,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017055495,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017096537,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017101874,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017043850,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052474,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017116141,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017120721,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017041342,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017060767,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017086182,,,,,,,,,,,,,,,,,,,,N,U,N,U,2,2017-67,
2017096463,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127474,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017137568,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017068020,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086787,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017088743,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017091809,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017067694,U,U,U,N,N,N,0,U,U,599,N,,,,,,,,N,,,,,1,2017-67,
2017070486,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017078701,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017083999,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086119,U,Y,N,U,U,U,9,Y,U,1200,N,,,,,,,,N,,,,,2,2017-67,
2017127315,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060633,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017096464,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017096468,N,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017135049,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017091402,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,2017-67,
2017097815,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017025131,U,U,Y,N,N,N,0,Y,Y,800,N,,,,,,,,N,,,,,1,2017-67,
2017025195,N,Y,U,Y,Y,Y,1,Y,Y,636,N,,,,,,,,N,,,,,1,2017-67,
2017052346,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017055536,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017096444,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017008426,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017116085,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017116115,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017021621,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017028849,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017033927,N,N,N,Y,Y,Y,1,Y,Y,1100,N,,,,,,,,N,,,,,1,2017-67,
2017116150,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017109947,,,,,,,,,,,,,,,,,,,,U,N,N,U,3,2017-67,
2017091691,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017021600,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017097927,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018032119,U,U,U,U,U,U,9,U,U,99999,U,,,,,,,,U,,,,,1,2017-67,
2017115997,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017035649,N,U,N,U,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017105999,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,2017-67,
2017109768,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017018542,U,Y,Y,Y,U,Y,1,Y,Y,700,N,,,,,,,,N,,,,,1,2017-67,
2017021491,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017014084,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017091859,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017067851,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017067937,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017076386,Y,Y,Y,Y,U,Y,2,Y,Y,1000,N,,,,,,,,N,,,,,1,2017-67,
2017086211,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086268,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060759,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017108010,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017060478,U,U,U,U,U,U,9,U,U,99999,U,,,,,,,,N,,,,,1,2017-67,
2017109981,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017037424,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2018029802,U,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017041173,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076155,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018005512,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017105860,U,Y,U,Y,U,Y,1,U,Y,99999,N,,,,,,,,N,,,,,1,2017-67,
2017060723,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2018005424,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017097953,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017120740,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041166,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017086823,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017041395,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017058386,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017093500,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017086815,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127470,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017105909,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017088736,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086054,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017095416,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017093578,N,U,U,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,2,2017-67,
2017086067,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017116099,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017011833,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1,2017-67,
2017091690,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,2017-67,
2017127415,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017043806,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017060579,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017078730,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017109904,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017060692,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052470,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017052339,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2018020736,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017055501,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017133950,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017088837,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017120501,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2,2017-67,
2017043901,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,2017-67,
2017070445,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017096524,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017014016,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017033501,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017021493,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017088771,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017115906,,,,,,,,,,,,,,,,,,,,N,N,N,N,3,2017-67,
2017086795,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017076245,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076245,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017076369,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017086260,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017097952,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017101879,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017108111,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109936,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017060701,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017052467,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017128003,Y,Y,Y,Y,Y,Y,3,Y,Y,16000,N,,,,,,,,N,,,,,2,2017-67,
2017130594,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017078714,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109945,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017097965,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017127859,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017041263,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017067966,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017055676,U,U,N,U,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017067964,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076180,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017076180,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017037551,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017120668,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017058385,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017060516,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017067771,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017043797,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017058250,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017058312,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2018030141,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017035527,N,Y,Y,Y,Y,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,2017-67,
2017106048,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017070466,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017046650,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086720,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017093567,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017086056,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2,2017-67,
2017115961,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017096403,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017086349,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017033050,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017097997,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017096576,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086092,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017097828,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017070498,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017093502,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076316,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017091801,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017127511,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052270,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076184,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2018005549,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086074,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017098002,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109967,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017110784,N,Y,U,Y,Y,Y,3,Y,Y,600,N,,,,,,,,N,,,,,1,2017-67,
2017043875,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017058319,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017122783,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017025198,Y,N,Y,N,Y,Y,1,Y,Y,249,N,,,,,,,,N,,,,,2,2017-67,
2017125600,Y,N,U,U,N,N,3,Y,Y,1690,N,,,,,,,,N,,,,,1,2017-67,
2017041156,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017052330,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017067887,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052373,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2,2017-67,
2017058263,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2018005468,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017097923,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041292,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017061964,N,N,N,Y,U,Y,1,Y,N,900,N,,,,,,,,N,,,,,1,2017-67,
2017052422,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017130620,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017120604,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017127463,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017068058,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017076352,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017013948,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017035622,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017052301,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017058222,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017100508,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017100762,N,Y,Y,Y,U,Y,1,Y,Y,1000,N,,,,,,,,N,,,,,1,2017-67,
2017096561,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017115921,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109973,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017094181,N,Y,N,Y,Y,Y,1,Y,Y,900,N,,,,,,,,N,,,,,1,2017-67,
2017086077,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017088772,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017010605,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017118192,N,N,N,Y,N,N,1,Y,Y,600,N,,,,,,,,N,,,,,1,2017-67,
2017067806,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2018029818,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017086837,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017091668,U,U,U,N,N,N,0,U,U,1000,N,,,,,,,,N,,,,,1,2017-67,
